Page	Head_Coord	Height	Text
115	328	10.0	るくでぃ ゆてぃちゅーん。（龍潭の池にはア
115	328	10.0	ヒルがいて、人が来ると遠くから尾を振って喜
115	328	10.0	んで寄ってくる）。くむいんかえー てれぴあ、
115	328	10.0	いびしぇーぐゎーんでーぬ をぅしが、くまん
115	328	10.0	かい ちーねー、っうぃーりきさぬ ちむ ふ
115	328	10.0	ぢ やーんかい けーらりーん。（池にはテレ
115	328	10.0	ピア、ザリガニなどがいるが、そこに来ると楽
115	328	10.0	しくて満足して家に帰れる）。
115	315	14.3	くむいん 〈曇る〉 【例】がらすぬ くむと
115	328	10.0	ーくとぅ、すすいさーに すすれー。（ガラスが
115	328	10.0	曇っているので、ぞうきんで拭きなさい）。
115	315	14.3	くむぢゃー 〈あばたの者〉 【例】にくんぬ
115	328	10.0	 ちら いっぺー ふぃちゃる あとー くむ
115	328	10.0	ぢゃー ないしん をぅたん。（ニキビが顔中
115	328	10.0	吹き出た後はあばたが残る者もいた）。
115	315	14.3	くむん 〈切り開く〉【活】くだん、くまん、く
115	328	10.0	でぃ 【例】どぅーぬ みち くむん／くめー
115	328	10.0	／くどーん。（自分の道を切り開く／切り開け
115	328	10.0	／切り開いている）。どぅーぬ みちぬ なー
115	328	10.0	だ くまってー をぅらん。（自分の道がまだ
115	328	10.0	切り開かれてはいない）。どぅーぬ みち く
115	328	10.0	でーさ やー。（自分の道を切り開いているね）。
115	315	14.3	くむん 〈組む、履く、編む〉【活】くだん、く
115	328	10.0	まん、くでぃ 【例】くんどー っやーとぅ 
116	85	10.0	わんとぅ ぐー くま やー。（今度は君と僕
116	85	10.0	と一緒に組もうね）。くつ あらぐみ すな 
116	85	10.0	けー。（靴を荒っぽく履くな）。んかしぇー ぼ
116	85	10.0	ーしくまーっし むぬ かどーたる っちゅぬ
116	85	10.0	ちゃーが まんどーたん。（昔は帽子編みをし
116	85	10.0	て生計を立てていた人がたくさんいた）。ばさ
116	85	10.0	ーぢん ちち、あしぢゃ くでぃ あっちょー
116	85	10.0	しが、をぅどぅいさーどぅ やが やー？（芭
116	85	10.0	蕉布の着物を着て、下駄を履いて歩いているが、
116	85	10.0	舞踊家なのかな）。
116	85	12.0	くみ 〈組み〉 【例】じゅーばくぬ ちゅくみ
116	85	10.0	んかえー むちとぅ うさんみ うじゅーぬ 
116	85	10.0	きゅーしな（しし、かまぶく、とーふ、てぃん
116	85	10.0	ぷら、ぐんぼー、くーぶ、こんにゃく、でーく
116	85	10.0	に、たーっんむ）ぬ いっちょーん。（重箱の一
116	85	10.0	揃えには餅と食べ物の九品（肉、かまぼこ、豆
116	85	10.0	腐、てんぷら、ゴボウ、昆布、こんにゃく、大
116	85	10.0	根、田芋）が入っている）。
116	85	12.0	くみ をぅどぅい 〈組踊り〉 【例】くみを
116	85	10.0	ぅどぅえー しけーぬ たからとぅっし ちわ
116	85	10.0	みらっとーん。（組踊は世界の宝として定めら
116	85	10.0	れている）。
116	86	12.0	くみ んちゅん 〈踏み入れる〉【活】〜んち
116	85	10.0	ゃん、〜んかん、〜んち 【例】さば くでぃ ぐ
116	85	10.0	ぇったいんかい ふぃさ くみんちゃーに さ
116	85	10.0	ばぬ ぬがらん なてぃ、てぃー たっくでぃ
116	85	10.0	 さば とぅたん。（草履を履いて泥んこに足
116	85	10.0	を踏み入れて草履が脱げなくなって、手を突っ
116	85	10.0	込んで草履を取った）。
116	72	14.3	くめーきーん 〈倹約する、丁寧にする、く
116	85	10.0	わしくする〉【活】くめーきたん、くめーきら
116	85	10.0	ん、くめーきてぃ 【例】くめーきやー（倹約
116	85	10.0	家） 参考：いびらー（けちんぼ）。くめーき
116	85	10.0	り よー やー。（倹約しなさいよ）。じん く
116	85	10.0	めーきてぃ ちかいん。（お金をつつましく使
116	85	10.0	う）。っちゅびれー じょーじぇー ぬーぐと
116	85	10.0	ぅにん くめーきとーん。（人付き合いの上手
116	85	10.0	な人は何事も丁寧にする）。えーさちん いっ
116	85	10.0	ぺー くめーきてぃ かき よー。（挨拶もと
116	85	10.0	ても丁寧に書きなさいよ）。あくとぅんでぃち
116	328	10.0	 あいぢけー しぇー ならんでぃる くとぅ
116	328	10.0	 やてぃ、うんな とぅちにどぅ くめーきー
116	328	10.0	し やん。（あるからといってあるだけ使って
116	328	10.0	はいけないということなので、そんなときにこ
116	328	10.0	そ倹約するものだ）。っやーが するくとー 
116	328	10.0	ちゃー くめーきてぃとぅらち にふぇー ど
116	328	10.0	ー。（あなたがすることはいつも丁寧にしても
116	328	10.0	らってありがとう）。やまとぅから なーじむ
116	328	10.0	ぬん こーてぃ ちゃん なー？あんし っや
116	328	10.0	ーや くめーきとーる。（本土からのおみやげ
116	328	10.0	も買って来たの。ほんとにあなたは礼儀正しい
116	328	10.0	ね）。ぬーぬ あたが？ わかいるぐとぅ く
116	328	10.0	めーきてぃ ちかしぇー。（何があったのか、わ
116	328	10.0	かるようにくわしく聞かせてくれ）。【参】なー
116	328	10.0	じむん（おみやげ）、ちとぅ（おすそ分け）。
116	315	14.3	くらー 〈雀〉 【例】くらーや うふやーにん
116	328	10.0	じゅっし かたまてぃ くらちょーん。（雀は
116	328	10.0	大家族で群がって暮らしている）。くらー と
116	328	10.0	ぅいんでぃち ぐむかんさーに かんかんあて
116	328	10.0	ぃえー そーたん。（雀を捕るといってゴム鉄
116	328	10.0	砲で缶に当てる練習をしていた）。
116	315	14.3	くらし がた 〈暮らし方、生計〉 【例】ふ
116	328	10.0	ぃーさぐねー ゆちさーに やーん みちん 
116	328	10.0	うさーってぃ、やーぬ なかをぅとーてぃ ち
116	328	10.0	ゃーしが くらしがた そーら やー？（寒い
116	328	10.0	地方は雪で家も道も覆い被さって、家の中でい
116	328	10.0	ったいどのように生活しているのかねえ）。
116	315	14.3	くらじょーりーん 〈薄暗くなる〉【活】く
116	328	10.0	らじょーりたん、くらじょーりらん、くらじょ
116	328	10.0	ーりてぃ 【例】なまー まっぴるまどぅ や
116	328	10.0	しが、くぬ やまー うくんかい いちゅしん
116	328	10.0	でー くらじょーりとーん やー。（今は真昼
116	328	10.0	間だが、この森は奥に行くほど薄暗くなってい
116	328	10.0	るね）。
116	315	14.3	くらしん 〈真っ暗〉 【例】くらしんみー 
116	328	10.0	あっちゅる ばすねー ぬーぬが とぅんっん
116	328	10.0	ぢてぃ ちゅーら わからんぐとぅ ちー ち
116	328	10.0	きり よー。（真っ暗な所を歩くときにはいっ
117	85	10.0	たい何が飛び出してくるのかわからないので気
117	85	10.0	を付けなさいよ）。いったー やーや おーぐ
117	85	10.0	らしん そーたくとぅ、なーだ たーん けー
117	85	10.0	てぃちぇー をぅらん どー。（あなたの家は
117	85	10.0	真っ暗していたので、まだ誰も帰って来てはい
117	85	10.0	ないよ）。
117	72	14.3	くらすん 〈暮らす〉【活】くらちゃん、くらさ
117	85	10.0	ん、くらち 【例】ちとぅみ うわてぃ あと
117	85	10.0	ー しーぶさるくとぅ っし くらすん。（定
117	85	10.0	年後はしたいことをして暮す）。んかしぇー 
117	85	10.0	ふぁーふじん まじゅーん くらちょーたくと
117	85	10.0	ぅ、いるんな てーしちな くとぅ ならーり
117	85	10.0	たん。（昔は祖父⺟も一緒に暮らしていたので、
117	85	10.0	いろんな大切なことが学べた）。
117	72	14.3	ぐり 〈沈殿物、粕〉 【例】ちゃーぬ／んーす
117	85	10.0	じるぬ ぐりまでー ぬまん どー。（茶の／
117	85	10.0	味噌汁の沈殿物までは飲むなよ）。
117	72	14.3	くりー まやー 〈さかりのついた猫〉
117	78	10.0	【例】くりーまやーぬ やななち しーねー、や
117	85	10.0	がまさくとぅ 「しーしー」っし うぃーほー
117	85	10.0	いん。（発情期の猫が気持ち悪い声で鳴くと、う
117	85	10.0	るさいので「しーしー」と追い払う）。
117	72	14.3	ぐりー 〈お辞儀〉 【例】っちゅぬ めーから
117	85	10.0	 とぅーいる ばすねー、ぐりーっしから い
117	85	10.0	けー。（人の前から通るときには、お辞儀してか
117	85	10.0	ら行きなさい）。
117	72	14.3	くり かー 〈この辺り〉 【例】くりかーん
117	85	10.0	かい ふぃぢゃさんでぃーる っちゅぬ めん
117	85	10.0	しぇーびーがやー？（この辺りに比嘉さんとい
117	85	10.0	う人がいらっしゃいますか）。
117	71	14.3	〜くる 〈自身で〉 【例】わんくる（私自身で）、
117	85	10.0	どぅーくる（自分自身で）、たかしーくる（隆自
117	85	10.0	身で）。わらびんちゃー どぅーくる しみれ
117	85	10.0	ー。（子どもたち自身でさせなさい）。っやー 
117	85	10.0	どぅーくる しぇー。（お前独りでしろ）。あん
117	85	10.0	ちゅ どぅーくる しみそーらしぇー。（あの
117	85	10.0	人ご自身でおさせになってください）。うんじ
117	328	10.0	ゅ どぅーくる しみそーり よー。（あなた
117	328	10.0	様御自身でなさってくださいね）。
117	315	14.3	くるー 〈黒、黒いもの、反対派〉 【例】くぬ
117	328	10.0	 くるーや いちゃぬ くり やん でー や
117	328	10.0	ー。（この黒色はイカ墨だよね）。がってぃん 
117	328	10.0	そーる っちょー しるー、あねー あらん 
117	328	10.0	っちょー くるー やさ。（賛成している人は
117	328	10.0	賛成の者、そうではない人は反対の者だよ）。
117	315	14.3	ぐるくん 〈たかさご〉 【例】ぐるくのー 
117	328	10.0	ふぃーちゅーく さーに あんだんかい あぎ
117	328	10.0	てぃどぅ まーさん どー。ちぶるから ふに
117	328	10.0	から じゅーまでぃ してぃーしぇー ねーら
117	328	10.0	ん。むる かまりーん。（グルクンは火を強くし
117	328	10.0	て油に揚げればおいしいよ。頭から骨から尾ま
117	328	10.0	で捨てるところはない。全部食べられる）。
117	315	14.3	くるすん 〈懲らしめる、（動物を）殺す〉【活】
117	328	10.0	くるちゃん、くるさん、くるち 【例】「くるす
117	328	10.0	ん」や えーてぃ しちきてぃ わからする 
117	328	10.0	くとぅ やてぃ、っちゅぬ ぬち とぅいんで
117	328	10.0	ぃる くとー あらん。（「くるすん」は相手を
117	328	10.0	しつけて解らせることであって、人の命を取る
117	328	10.0	ことではない）。
117	315	14.3	くるち 〈黒木〉 【例】くるちぇー さんしん
117	328	10.0	ぬ そー ないる くふぁぎー やん。（黒木
117	328	10.0	は三線の棹になる堅い木だ）。
117	315	14.3	くるばすん 〈転ばす〉【活】くるばちゃん、く
117	328	10.0	るなさん、くるばち 【例】うとぅすいとぅ わ
117	328	10.0	かむのー ゐぬふぃさ あらんくとぅ、ふぇー
117	328	10.0	くなー ふぇーくなーっし あわてぃらかしー
117	328	10.0	ねー くるばすん どー。（お年寄りと若者の
117	328	10.0	足は同じではないので、速く速くと急かすと転
117	328	10.0	倒させてしまうよ）。
117	329	12.0	くるばしぇー 〈遊びの一種〉 【例】かた
117	328	10.0	ふぃさっし とぅんぢゃい はにたい さがな
117	328	10.0	ー、えーてぃ くるばしーねー、くるばちゃる
117	328	10.0	 っちゅぬ まかちょーん。（片足で飛んだり
117	328	10.0	跳ねたりして相手を転ばすと、転ばした人が勝
117	328	10.0	っている）。
118	72	14.3	くるぶん 〈転ぶ〉【活】くるだん、くるばん、
118	85	10.0	くるでぃ 【例】ぬーん する めーねー ど
118	85	10.0	ぅーかんげーびけー さんぐとぅ、っちゅとぅ
118	85	10.0	 ちゅーごーん さんねー あとー くるぶん
118	85	10.0	 どー。（何でもする前には自分独りだけで考
118	85	10.0	えないで、人と協議もしないと後になって転倒
118	85	10.0	するよ）。
118	72	14.3	くるべー 〈黒カビ〉 【例】ぬいぢき しぇ
118	85	10.0	ーる ちん あみんかい うたしーねー、くる
118	85	10.0	べー ないん。（糊付けしている着物を雨に濡
118	85	10.0	らすと、黒カビになる）。
118	72	14.3	くるむん 〈黒ずむ〉【活】くるだん、くるむ
118	85	10.0	ん、くるでぃ 【例】っやー てぃーや くるど
118	85	10.0	ーしが、ぬー さが？（あなたの手は黒ずんで
118	85	10.0	いるが、何をしたの）。
118	72	14.3	くるん げーい 〈衣替え〉 【例】うちな
118	85	10.0	ーぐゆみぬ しんぐゎちとぅ じゅーぐゎちね
118	85	10.0	ー くるんげーい すたん。（旧暦の４月と１
118	85	10.0	０月には衣替えをしたものだ）。
118	72	14.3	くんぐとーるー 〈これと似たもの〉 【例】
118	85	10.0	ちゃー わーが ちかいしぇー くり やくと
118	85	10.0	ぅ、くんぐとーるー こーてぃっち くぃれー。
118	79	10.0	（いつも私が使っているものはこれだから、これ
118	85	10.0	と似たもの買って来てくれ）。
118	72	31.8	くんぐゎち ちくじゃき 〈9 月 9 日の菊酒〉 【例】くんぐゎち ちくじゃけー く
118	85	10.0	んぐゎちくにちに どぅーがんぢゅー にげー
118	85	10.0	する ういみー やん。（「くんぐゎち ちくじ
118	85	10.0	ゃき」は９月９日に健康願いをする行事だ）。
118	72	14.3	くん〜〈強く、勢いよく〉
118	86	12.0	くん しばいん 〈強く縛る〉【活】〜しばた
118	85	10.0	ん、〜しばらん、〜しばてぃ 【例】ふるしんぶの
118	85	10.0	ー はんでぃらんぐとぅ くんしばれー。（古
118	85	10.0	新聞は外れないように強く縛りなさい）。
118	86	12.0	くん しみーん 〈強く締める〉【活】〜しみ
118	85	10.0	たん、〜しみらん、〜しみてぃ 【例】むぬうちぬ
118	85	10.0	 はしろー いんまやーぬ いらんぐとぅ く
118	328	10.0	んしみとーき よー。（物置の戸は犬猫が入ら
118	328	10.0	ないように強く締めておきなさい）。
118	329	12.0	くん たばいん 〈強く縛る〉【活】〜たばた
118	328	10.0	ん、〜たばらん、〜たばてぃ 【例】かーまんかい
118	328	10.0	 とぅどぅきーし やくとぅ はんでぃらんぐ
118	328	10.0	とぅ くんたばり よー。（遠くに届けるもの
118	328	10.0	なので外れないように強く縛りなさいよ）。
118	329	12.0	くん ちかいん 〈こき使う〉【活】〜ちかた
118	328	10.0	ん、〜ちからん、〜ちかてぃ 【例】ないん、なら
118	328	10.0	んでぃーる くとぅぬ いえーうーさん っち
118	328	10.0	ょー んなんかい くんちかーりーん。（でき
118	328	10.0	る、できないということを言えない人はみんな
118	328	10.0	にこき使われる）。わんねー くゎいしゃをぅ
118	328	10.0	てー やーんかい けーいるまでぃ くんちか
118	328	10.0	ーっとーん。（私は会社では帰宅するまでこき
118	328	10.0	使われている）。してぃみてぃから ゆさんで
118	328	10.0	ぃまでぃ くんちかーってー をぅしが、ぬー
118	328	10.0	しぬ いーし ゆー ちちくぃてぃ、はたらち
118	328	10.0	ゃーうしんかえー いっぺー たしきらっとー
118	328	10.0	ん。（朝早くから夕暮れまでこき使われてはい
118	328	10.0	るが、主人の言うことをよく聞いてくれて、働
118	328	10.0	き者の牛にはとても助けられている）。
118	329	12.0	くん ちきーん 〈踏みつける〉【活】〜ちき
118	328	10.0	たん、〜ちきらん、〜ちきてぃ 【例】みちばたぬ
118	328	10.0	 くさー くんちきらってぃん しぐ また 
118	328	10.0	みーっんぢーん。（道端の草は踏みつけられて
118	328	10.0	もすぐまた生え出る）。
118	329	12.0	くん ちゃーすん 〈かき消す〉【活】〜ちゃ
118	328	10.0	ーちゃん、〜ちゃーさん、〜ちゃーち 【例】ちゃ
118	328	10.0	ー ゐぬ くとぅびけー いーけーさーっし 
118	328	10.0	ちゃーん ならんくとぅ、ちむから くんちゃ
118	328	10.0	ーしぇー。（いつも同じことだけを言ってどう
118	328	10.0	しようもないから、心からかき消しなさい）。
118	329	12.0	くん ちゃきーん 〈（水、湯を）ひっかけ
118	328	10.0	る〉【活】〜ちゃきたん、〜ちゃきらん、〜ちゃき
118	328	10.0	てぃ  【例】バケツぬ みー みじ くんち
118	328	10.0	ゃきてぃ ふぃー くんちゃーしぇー。（バケ
118	328	10.0	ツいっぱいの水をひっかけて火を消しなさい）。
118	328	10.0	たまとー かー んちゅるばすねー、ふちゆー
118	328	10.0	 くんちゃきーねー、かーや んちやしく な
118	328	10.0	いん。（トマトは皮を剥くときには、沸騰した湯
119	85	10.0	をひっかけると皮は剥きやすくなる）。ふぃー
119	85	10.0	んかい みじ くんちゃきとーけー。（火に水
119	85	10.0	をひっかけておきなさい）。なーぬ きーくさ
119	85	10.0	んかい みじ かきとーる ちむえーどぅ や
119	85	10.0	たしが、ばっぺーてぃ みち あっちょーる 
119	85	10.0	っちゅんかい みじ くんちゃきてぃ ねーら
119	85	10.0	んたっさー。（庭の木草に水をかけているつも
119	85	10.0	りだったが、間違えて道を歩いている人に水を
119	85	10.0	ひっかけてしまったよ）。
119	86	12.0	くん ちゅーいん 〈強くなる、立って歩け
119	85	10.0	るようになる〉【活】〜ちゅーたん、〜ちゅーら
119	85	10.0	ん、〜ちゅーてぃ 【例】いったー っんまがー
119	85	10.0	 てぃーふぃさ みーてぃ くんちゅーとーん
119	85	10.0	 やー。（あなたの家のお孫さんは立って歩け
119	85	10.0	るようになっているね）。
119	86	12.0	くん とーすん 〈踏み倒す〉【活】〜とーち
119	85	10.0	ゃん、〜とーさん、〜とーち 【例】なさき かき
119	85	10.0	てぃ うほーくぬ じん からちゃる ちむえ
119	85	10.0	ーどぅ やたしが、からちゃる じのー ちゅ
119	85	10.0	らーく くんとーさったん。（情けをかけて大
119	85	10.0	金を貸したつもりだったが、貸したお金は見事
119	85	10.0	に踏み倒された）。
119	86	12.0	くん とぅいん 〈横取りする〉【活】〜とぅ
119	85	10.0	たん、〜とぅらん、〜とぅてぃ  【例】うれー 
119	85	10.0	わーが かんげーてぃ わーが いらなやーん
119	85	10.0	でぃ うむとーたしが、ありんかい いちゃく
119	85	10.0	とぅ、くんとぅらったん。（それは私が考えて
119	85	10.0	私が言おうと思っていたが、あの人に言ったの
119	85	10.0	で、横取りされた）。
119	86	12.0	くん ぬぢゅん 〈追い越す〉【活】〜ぬぢゃ
119	85	10.0	ん、〜にがん、〜ぬぢ 【例】はーえーすーぶを
119	85	10.0	ぅてぃ おーちびどぅ やたしが、うみちとぅ
119	85	10.0	 はーえー ごんごんっし くんぬぢやーに 
119	85	10.0	いちばん なたんでぃる いみ んーちゃん。
119	79	10.0	（駆けっこでビリだったが、死にもの狂いで走
119	85	10.0	って追い越して一番になったという夢を見た）。
119	85	10.0	うさぢとぅ かーみーぬ はなしぬ ぐとぅ、
119	85	10.0	どぅく どぅーあがみ しーねー っちゅんか
119	85	10.0	い くんぬがりーん どー。（ウサギと⻲のよ
119	85	10.0	うに、あまりにも自惚れると人に追い越される
119	85	10.0	よ）。
119	329	12.0	くん のーすん 〈持ち直す〉【活】〜のーち
119	328	10.0	ゃん、〜のーさん、〜のーち 【例】したたかぬ 
119	328	10.0	ふぃんすーから くんのーち、なまねー っう
119	328	10.0	ぇーき そーん。（ひどい貧乏から持ち直して、
119	328	10.0	今では裕福になっている）。なー むちぇーう
119	328	10.0	ーさんでぃ しわ そーたしが、くんのーち 
119	328	10.0	ゆるっとぅ なとーん。（もう持ちこたえるこ
119	328	10.0	とはないと心配していたが、持ち直して安堵し
119	328	10.0	ている）。
119	329	12.0	くん のーいん 〈立ち直る〉【活】〜のーた
119	328	10.0	ん、〜のーらん、〜のーてぃ 【例】まぎやんめー
119	328	10.0	から くんのーたるあとー ぬー やてぃん 
119	328	10.0	ぬちかぢり やたん。（大病から立ち直った後
119	328	10.0	は何でも命がけだった）。
119	329	12.0	くん ぱいん 〈踏ん張る〉【活】〜ぱたん、〜
119	328	10.0	ぱらん、〜ぱてぃ 【例】やーうーちーぬ てぃ
119	328	10.0	がねさーたーや っんぶむぬん くんぱてぃ／
119	328	10.0	しーいっぺーさがなー はくでぃとぅらすん。
119	322	10.0	（引っ越しの手伝いする人たちは重い物も踏ん
119	328	10.0	張って／精いっぱい運んでくれる）。わかさる
119	328	10.0	 ばすに ぬーくぃーん くんぱてぃ そーき
119	328	10.0	わどぅ、あとー わらてぃ くらさりーっさ。
119	322	10.0	（若いうちに何でも踏ん張ってしておけば、後は
119	328	10.0	笑って暮らせる）。
119	329	12.0	くん はんすん 〈踏み外す〉【活】〜はんち
119	328	10.0	ゃん、〜はんさん、〜はんち 【例】さーるーん 
119	328	10.0	きーから くんはんするくとぅぬ あくとぅ、
119	328	10.0	とぅびわじゃぬ っちゅぬちゃーん ばっぺー
119	328	10.0	てぃ うてぃてぃん ふぃっかかいるぐとぅ 
119	328	10.0	なとーる あんぜんべると するくとぅ なと
119	328	10.0	ーん。（猿も木から踏み外すことがあるので、鳶
119	328	10.0	職の人たちでも誤って落ちてもひっかかるよう
119	328	10.0	に安全ベルトをすることになっている）。
119	315	14.3	くんじょー 〈悪い根性〉 【例】ありんかい
119	328	10.0	 ぬーぬ はなし さんてーまん しぐ くん
119	328	10.0	じょー っんぢゃすくとぅ、はなん ふぃらら
119	328	10.0	ん、むぬん いららん。（あの人に何の話をして
119	328	10.0	もすぐ腹を立てるので、くしゃみもできずもの
119	328	10.0	も言えない）。くんじょーむん（根性の悪い者
119	328	10.0	＝しむちわるー）。
120	72	14.3	くんだ 〈こむら〉 【例】ゆなか くんだあが
120	85	10.0	やーっし やでぃ ふしがらんたっさー。（夜
120	85	10.0	中こむら返りして痛くて大変だった）。「くんだ
120	85	10.0	あがやーどぅ やが やー？ がらしまがいど
120	85	10.0	ぅ そーが やー？」んでぃち、からふぃさー
120	85	10.0	 なさーに むでぃとぅらすたん。（「こむら返
120	85	10.0	りなのか、指のけいれんなのか」と言って、靴
120	85	10.0	を脱がして揉んでくれた）。
120	72	14.3	くんち 〈元気、体力〉 【例】うちなーぬ な
120	85	10.0	ちぇー ゴーヤー、っわーじし かまんとー 
120	85	10.0	くんちぬ ねーん ないん。（沖縄の夏はゴー
120	85	10.0	ヤー、豚肉を食べないと元気がなくなる）。わん
120	85	10.0	ねー ちかぐろー をぅたいぢゅーさぬ、くん
120	85	10.0	ちぶすくっし どぅーぬ どぅーん むちかん
120	85	10.0	てぃー そーっさー。（私は近頃は疲れ過ぎて、
120	85	10.0	元気がなくなって自分で自分の体調も維持でき
120	85	10.0	なくなっているよ）。まらそのー くんちすー
120	85	10.0	ぶどぅ やくとぅ、くんちぬ ねーん っちゅ
120	85	10.0	がー ならん。（マラソンは根気勝負なので、根
120	85	10.0	気がない人にはできない）。
120	72	14.3	くんぢ 〈紺地〉 【例】くがにーぬ しるっし
120	85	10.0	 あさぢくんぢぬ ばさーぢん あらいねー、
120	85	10.0	いるん かわらん、かたん くーりらん、ちー
120	85	10.0	やしく ないん。（クガニーの汁で浅地紺地の
120	85	10.0	芭蕉布の着物を洗うと、色も変わらない、型も
120	85	10.0	くずれない、着やすくなる）。
120	72	14.3	くんちーん 〈横切って近道をする〉【活】く
120	85	10.0	んちたん、くんちらん、くんちてぃ 【例】くん
120	85	10.0	ちりみち さな。（近道しましょう）。くんちり
120	85	10.0	みーちーっし いか やー。（近道をして行こ
120	85	10.0	うか）。
120	72	14.3	くんち うじにー 〈栄養食〉 【例】んー
120	85	10.0	す かたがたーくっし にちぇーる ししじろ
120	85	10.0	ー、たでーまぬ くんちうじにー ないさ。（味
120	85	10.0	噌を濃くして煮た肉汁は、即効性のある栄養食
120	85	10.0	になる）。
120	72	14.3	くんちゃー 〈乞食〉 【例】くんちゃーぬ 
120	85	10.0	けーまーいまーい そーん。（乞食がまわり歩
120	328	10.0	いている）。
120	315	14.3	くんぢゃん 〈国頭〉 【例】くんぢゃんぬ 
120	328	10.0	ひがしむらをぅてー めーにん さんぐゎちね
120	328	10.0	ー ちちじまちーぬ あてぃ、んーぢゅる と
120	328	10.0	ぅくる んーぢゅる とぅくる まー んーち
120	328	10.0	ん、あかー、しるー、ふじいる、むむいる、だ
120	328	10.0	いだいいるんでーぬ いるかじぬ はなぬ さ
120	328	10.0	ちかんとーん。（国頭の東村では毎年３月には
120	328	10.0	ツツジ祭りがあって、見渡す限りどこを見ても、
120	328	10.0	赤、白、紫、ピンク、オレンジ色などの色々な
120	328	10.0	花が咲き乱れている）。
120	315	14.3	くんぢゅん 〈くびる、縛る、拘束する〉【活】
120	328	10.0	くんぢゃん、くんだん、くんぢ 【例】わったー
120	328	10.0	 いのー まぎさぬ っちゅぬ うとぅるさす
120	328	10.0	くとぅ やしちぬ うち やてぃん くんぢゅ
120	328	10.0	ん。（私の家の犬は大きくて人が怖がるので、屋
120	328	10.0	敷内でもくびる）。んなとぅぬ ふねー ちな
120	328	10.0	さーに くんだっとーたん。（港の船はロープ
120	328	10.0	で縛られていた）。てぃーふぃさ くんだって
120	328	10.0	ぃ っやーんかえー ちゅらーさ ふぃまだー
120	328	10.0	り しみらさったん。（手足を奪われてあなた
120	328	10.0	にはすっかり時間をつぶされた）。っくゎ な
120	328	10.0	ちゃる あとー うやー っくゎんかい てぃ
120	328	10.0	ーふぃさ くんだってぃ、まーにん いからん、
120	328	10.0	どぅーぬ くとー むる ならん。（子を産ん
120	328	10.0	だ後は親は子どもに手足を奪われて、どこにも
120	328	10.0	行けない、自分のことは何もできない）。やみき
120	328	10.0	 とぅてぃ いさぬ やーんかい くんだりー
120	328	10.0	ねー、どぅーぬ うむいるぐとー っんぢゅか
120	328	10.0	らんくとぅ、いさぬやーん るーやん ゐぬむ
120	328	10.0	ん やさ。（病気になって入院すると、自分の思
120	328	10.0	い通りに動けないので、病院も刑務所も同じよ
120	328	10.0	うなものさ）。
120	315	14.3	くんぺん 〈焼き菓子の一種〉 【例】くんぺ
120	328	10.0	のー うゆうぇーぐとぅ、すーこーぐとぅんか
120	328	10.0	えー ねーんとーならん むん やん。（クン
120	328	10.0	ペンは祝儀、法事には欠かせないものだ）。
120	315	14.3	くんぴーん 〈踏みつぶす〉【活】くんぴたん、
120	328	10.0	くんぴらん、くんぴてぃ 【例】しりしりー す
121	85	10.0	なけー、ふぃさ くんぴらりーん どー。（くっ
121	85	10.0	つくな、足を踏まれるよ）。くつぬ あどー く
121	85	10.0	んぴーんな けー。（靴のかかとをつぶすな）。
121	85	10.0	かんかなー ふぃさっし くんぴてぃ たっぴ
121	85	10.0	らかすん。（缶を足で踏みつぶしてペシャンコ
121	85	10.0	にする）。
121	72	14.3	くんぴらかすん 〈踏みつける〉【活】くん
121	85	10.0	ぴらかちゃん、くんぴらかさん、くんぴらかち
121	87	10.0	【例】ちゅぬ めーから しりーしりーびかー
121	85	10.0	 っし、くんぴらかさりーん どー。（人の前に
121	85	10.0	くっついてばかりいると、足を踏みつけられる
121	328	10.0	よ）。うぃなぐぬ たかぐつさーに んじゃん
121	328	10.0	じゃーとぅ くんぴらさってぃ みーくらがん
121	328	10.0	 そーたん。（女性のハイヒールで思いっきり
121	328	10.0	踏みつけられて目眩がしていた）。いふーな 
121	328	10.0	うぃきがんかい とぅっかちみらったる とぅ
121	328	10.0	ちねー たかぐつさーに くんぴらかすし や
121	328	10.0	ん。（変な男性に捕まえられた際にはハイヒー
121	328	10.0	ルで踏みつけることだ）。
121	315	14.3	ぐんぼー 〈ゴボウ〉 【例】ぐんぼー びさ
121	322	10.0	（細⻑い足）、じゅり ぐんぼー（女郎買いをす
121	328	10.0	る者）。
123	72	14.3	けー 〈貝〉 【例】ぶらげーや けーぬ てぃー
123	85	10.0	ち やしが、うふむにーさーんかいん 「ぶら
123	85	10.0	げー」んでぃ いーる とぅくるん あん。（ホ
123	85	10.0	ラ貝は貝の一種だが、ほら吹きにも「ぶらげー」
123	85	10.0	というところもある）。
123	72	14.3	けー／うけー 〈粥〉 【例】んかしぇー 
123	85	10.0	にち っんぢたい どぅー あんまさる ばす
123	85	10.0	ねー、うけーめーとぅ かちゅーゆーとぅ ち
123	85	10.0	ゅくてぃくぃたん。あんしーねー、たでーま 
123	85	10.0	まし なたん。（昔は熱が出たり体がすぐれな
123	85	10.0	いときには、お粥とかつお節湯を作ってくれた。
123	85	10.0	そうしたら、すぐによくなった）。
123	72	14.3	げー 〈反抗、口答え〉 【例】うや／しーじゃ
123	85	10.0	／うふっちゅ／とぅすい／しんしーんかい げ
123	85	10.0	ー する むのー あらん。（親／先輩／大人
